"id","Product_ID","SKU_ID","Store_ID","Time_ID","Supplier_ID","Warehouse_ID","PO_ID","Sales_Transaction_ID","Quantity_Sold","Unit_Price","Discount_Amount","Sales_Revenue","Tax_Amount","Net_Sales_Value","Payment_Type","Date_ID","Return_Qty","Return_ID","Customer_ID","Event_ID","Quantity_Return","Return_Reason","Return_Type","Refund_Amount","Return_Status","Return_Method","Inspection","Loss_Value","Forecast_Method","Forecast_Model_Name","Forecast_Period_Start","Forecast_Period_End","Forecast_Quantity","Actual_Quantity","Forecast_Error_Pct","Forecast_Error_Value","Demand_Variance","Model_Version","Model_Accuracy_Score","Last_Trained_Date","Indicator_ID","Indicator_Value","Trend_Direction","Expected_Crowd_Index","Stock_On_Hand","Stock_In_Transit","Reserved_Stock","Damaged_Stock","Expiry_Date","Batch_Number","On_Hand_Quantity","Reserved_Quantity","Available_Quantity","Safety_Stock_Level","Reorder_Point","Stock_Status","Movement_ID","Movement_Type","Movement_Quantity","Movement_Time","Source_Location","Destination_Location","Ordered_Qty","Unit_Cost","Total_PO_Value","Order_Status","Lead_Time_Days","Fulfillment_ID","Received_Quantity","Rejected_Quantity","Delivery_Date","Delivery_Delay_Days","Quality_Inspection_Result","Recommendation_ID","Current_Stock","Safety_Stock","Recommended_Order_Quantity","Recommended_Order_Date","Stockout_Risk","On_Time_Delivery_Rate","Average_Delivery_Delay","Defect_Rate","Fill_Rate","Order_Accuracy","Supplier_Rating","On_Time_Delivery_Flag","Delay_Days","Quality_Score","Quality_Rating","Delivery_Rating","Cost_Rating","Reliability_Score","Trend_ID","Platform_ID","Keyword_ID","Search_Volume_Index","Mention_Count","Engagement_Score","Trend_Velocity","Sentiment_Score","Viral_Index","Warehouse_Stock_ID","Bin_ID","WH_Quantity_On_Hand","Quantity_Picked","Quantity_Received","Quantity_Damaged","Weather_ID","Location_ID","Temperature","Humidity","Rainfall_mm","Wind_Speed","Weather_Condition","Demand_Impact_Score","Heat_Index","Extreme_Weather_Flag","Weather_Severity_Score","Strategy_ID","SKU_Code","Product Name","Brand","Category","Subcategory","Launch_Date","Shelf Life Days","Unit of Measure","Status","Demand_Sensitivity","Store_Type","Store_Name","Area_sqft","Opening_Date","Manager_Name","Contact_Number","Operating_Hours","Is_Active","Date","Day","Week_Number","Month","Quarter","Season","Year","Supplier_Name","Supplier_Type","Supplier_Tier","Payment_Terms","Contract_ID","Contract_Type","Contract_Value","Minimum_Order_Quantity","Contract_Start_Date","Contract_End_Date","City","State","Country","Latitude","Longitude","Climate_Zone","delivery_zone","traffic_density","Warehouse_Name","Warehouse_Type","Capacity","Automation_Level","Cold_Storage_Availability","Event_Name","Event_Category","Event_Type","Event_Description","Event_Start_Date","Event_End_Date","Venue","Wind_Speed_Category","Inventory_Location_ID","Location_Type","Storage_Type","Cold_Storage_Flag","Stock_Level","Inventory_Status","Last_Updated","Strategy_Name","Strategy_Type","Safety_Stock_Formula","Lead_Time_Adjustment","Supplier_Performance_ID","Evaluation_Period","Platform_Name","Platform_Type","User_Base_Size","Indicator_Name","Indicator_Country","Update_Frequency","Keyword_Text","Product_Category","Trend_Category","Storage_Bin_Type","Storage_Bin_Capacity","Temperature_Zone","Promotion_ID","Promotion_Name","Promotion_Type","Promotion_Start_Date","Promotion_End_Date","Discount_Percent","Campaign_ID","Promotion_Is_Active"
"5241","P_000605","SKU-467","S_000290","T_000128","SUP_0832","W_0075","PO_000073","TRAN_000482","8","386.47","61.76","2597.68","312.14","2909.82","UPI","D_20230625","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","552","508","7.97","44","484","v3","0.8","20-12-25","IND_000476","3.57","Stable","75920",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"MOV_000036","Outbound","208","2024-07-10 06:11:00","L_0549","L_0195","359","191.25","68658.75","Delivered","8","F_000289","481","2","17-02-24","8","Passed","R_000482","349","24","0","03-11-24","Medium",\N,\N,\N,\N,\N,\N,"No","3","4.71","3.24","4.57","3.73","82.47","TR_000025","PF_000097","K_000068","6152","492","3.06","3.09","-0.51","9.46","WS_0073","B_000344","277","49","338","12","WE_000482","L_000615","20.2","69","41.05","19.1","Sunny","0.62","27.1","Yes","10","ST_000605","SKU-467","Peppermint Tea","PureDaily","Beverages","Tea","16-01-22","190","Bottle","Discontinued","High","Warehouse","MegaStore 100","9547","06-08-19","Anita Sharma","917396000000","9 AM - 9 PM","Yes","25-01-22","Tuesday","4","January","1","Winter","2022","Star Traders","Wholesaler","Tier 2","Net 45",\N,\N,\N,\N,\N,\N,"Rouen","Normandy","France","-24.235806","59.941578","Continental","Zone 3","High","Main Distribution Facility","Fulfillment Center","237543","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seasonal Demand Strategy","AI Dynamic","Demand * Lead_Time","Supplier Delay Adjustment",\N,\N,"Amazon","Social Media","Small (<1M)","Purchasing Managers Index","France","Yearly","best deal","Dairy","Marketing Trend","Cold Storage","894","Frozen","PROM_000605","Super Saver 253","Flash_Sale","2008-03-24","2004-04-24","13.62","CAMP_0754","1"
"15730",\N,"SKU-991","S_000668","T_000287","SUP_0106","W_0045","PO_000329","TRAN_000657","5","2173","233.51","9697.45","1647.33","11344.78","UPI","D_20220605","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RandomForest","ML_Ensemble","18-02-26","20-03-26","830","868","4.58","-38","361","v1","0.75","30-01-26","IND_000190","7.61","Decreasing","28005",\N,\N,\N,\N,\N,\N,"361","51","310","53","101","Normal",\N,\N,\N,\N,\N,\N,"131","27.92","3657.52","Cancelled","10",\N,\N,\N,\N,\N,\N,"R_000657","378","102","0","05-03-24","Medium","0.81","1.75","0.037","0.89","0.92","3.6",\N,\N,\N,\N,\N,\N,\N,"TR_000657","PF_000136","K_000039","4176","2736","0.86","3.06","-0.55","2.63","WS_0329","B_000174","384","64","448","0","WE_000255","L_000993","28.9","51","23.63","2.9","Storm","-0.21","34","No","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Retail","DailyNeeds 844","13115","23-02-12","Anita Sharma","917753000000","9 AM - 9 PM","No","19-10-23","Thursday","42","October","4","Autumn","2023","Apex Enterprises","Manufacturer","Tier 2","Net 45","C_000681","Annual","503072","602","2023-08-14","2026-04-17","New York City","New York","USA","75.997089","139.580263","Polar","Zone 3","High","Main Distribution Facility","Storage Facility","150639","Manual","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000643","Warehouse","Cold Storage","Yes","41","Low Stock","11-03-26",\N,\N,\N,\N,"SP_0681","11-10-23","YouTube","Search Engine","Small (<1M)","Industrial Production","India","Monthly","new arrival","Dairy","Consumer Trend","Cold Storage","151","Frozen",\N,\N,\N,\N,\N,\N,\N,\N
"11312","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Canola Oil","GlobalHarvest","Grocery","Oil","28-10-24","320","Grams","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000706","Annual","4952875","132","2021-01-07","2025-09-19","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000176","Warehouse","Cold Storage","Yes","152","In Stock","31-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Shelf","498","Frozen","PROM_000563","Fest Offer 841","Bundle","2009-04-24","2011-04-24","35.44","CAMP_0871","1"
"14833","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Garlic Butter","UrbanGrind","Dairy","Butter","07-03-22","13","Liter","Discontinued","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","28-08-23","Monday","35","August","3","Monsoon","2023","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000706","Annual","4952875","132","2021-01-07","2025-09-19","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0429","14-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Cold Storage","650","Ambient","PROM_000563","Fest Offer 841","Bundle","2009-04-24","2011-04-24","35.44","CAMP_0871","1"
"7419","P_000255","SKU-90","S_000779","T_000223","SUP_0708","W_0100","PO_000268","TRAN_000268","8","3356","684.33","21373.36","3219.82","24593.18","Credit Card","D_20240305","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"XGBoost","DFM_v2","18-02-26","20-03-26","661","697","5.45","-36","324","v1","0.89","12-03-26","IND_000803","9.05","Decreasing","5189",\N,\N,\N,\N,\N,\N,"201","51","150","98","111","Normal",\N,\N,\N,\N,\N,\N,"220","151.5","33330","Delivered","17",\N,\N,\N,\N,\N,\N,"R_000268","215","43","255","31-08-24","High",\N,\N,\N,\N,\N,\N,"No","6","4.55","3.49","3.11","4.63","91.06","TR_000268","PF_000012","K_000173","3168","2870","2.48","2.81","0.43","6.97","WS_0268","B_000046","57","150","209","2","WE_000268","L_000083","23.8","93","35.94","3.8","Storm","-0.17","33.1","No","2","ST_000255","SKU-90","Cold Pressed Orange","EcoOrchard","Beverages","Juice","09-04-20","412","Grams","Active","Low","Franchise","MegaStore 340","8565","05-10-17","John Peter","918778000000","8 AM - 10 PM","Yes","25-09-22","Sunday","38","September","3","Monsoon","2022","NextGen Enterprises","Wholesaler","Tier 3","Net 45","C_000316","Short-Term","93702","706","2022-09-25","2023-10-12","Toronto","Ontario","Canada","-80.291602","-165.315006","Tropical","Zone 1","Medium","Supply Chain Hub","Storage Facility","126882","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000677","Store","Cold Storage","Yes","156","In Stock","16-03-26","Automated Stock Strategy","EOQ","StdDev_Demand * Service_Level","None","SP_0316","26-11-24","YouTube","Social Media","Medium (1M-10M)","Retail Sales Index","India","Yearly","buy one get one","Dairy","Seasonal Trend","Cold Storage","512","Controlled","PROM_000848","Mega Sale 38","BOGO","2026-08-24","2028-08-24","24.10","CAMP_0275","0"
"2236","P_000110","SKU-357","S_000318","T_000097","SUP_0996","W_0066","PO_000108","TRAN_000108","7","4661.32","37.44","32367.16","1654.1","34021.26","Wallet","D_20220526","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","ML_Ensemble","18-02-26","20-03-26","945","929","1.69","16","64","v3","0.74","04-03-26","IND_000002","8.71","Decreasing","52552",\N,\N,\N,\N,\N,\N,"450","50","400","81","93","Normal","MOV_000379","Adjustment","173","2024-08-24 02:25:00","L_0754","L_0610","127","191.27","24291.29","Placed","18","F_000536","433","37","23-12-24","7","Minor Issues","R_000108","150","141","292","19-10-24","High",\N,\N,\N,\N,\N,\N,"No","2","4.66","4.03","4.21","4.82","81.05","TR_000108","PF_000180","K_000132","6523","623","7.18","5","0.46","35.9","WS_0108","B_000208","209","53","269","7","WE_000108","L_000355","38.3","51","10.32","20.6","Cloudy","-0.03","43.4","Yes","9","ST_000110","SKU-357","Basmati Rice","PureDaily","Grocery","Rice","15-12-23","494","Bottle","Discontinued","Medium","Express","MegaStore 340","15829","24-12-11","Ravi Kumar","917933000000","24 Hours","Yes","02-12-22","Friday","48","December","4","Winter","2022","Star Solutions","Wholesaler","Tier 1","Net 15","C_000382","Exclusive","240386","733","2024-07-12","2026-04-10","Marseille","Provence","France","-83.917501","-35.848615","Continental","Zone 3","Low","Supply Chain Hub","Storage Facility","250429","Manual","Yes",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Smart Inventory Strategy","Min-Max","StdDev_Demand * Service_Level","None","SP_0382","14-02-23","Instagram","Marketplace","Very Large (>100M)","Consumer Price Index","USA","Weekly","best deal","Grocery","Consumer Trend","Rack","409","Chilled","PROM_000110","Fest Offer 594","Discount","2018-08-24","2002-09-24","33.72","CAMP_0736","1"
"12536","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Canola Oil","GlobalHarvest","Grocery","Oil","28-10-24","320","Grams","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000911","Store","Bulk Storage","No","468","In Stock","11-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Bulk Storage","669","Chilled","PROM_000251","Super Saver 735","Discount","2016-04-23","2006-05-23","49.19","CAMP_0930","0"
"16118","P_000346","SKU-64","S_000286","T_000049","SUP_0270","W_0093","PO_000171","TRAN_000730","10","2648.52","353.87","22946.5","2106.72","25053.22","Wallet","D_20230329","1","R_000108","C_000639","E_000649","2","Expired","Partial","202.73","Pending","Bank Transfer","No","18.62","Prophet","ML_Ensemble","18-02-26","20-03-26","632","569","9.97","63","992.25","v3","0.72","26-01-26","IND_000003","5.89","Decreasing","37854","250","40","37","5","31-12-25","BATCH_9343","279","31","248","64","89","Normal","MOV_000290","Inbound","135","2024-02-28 19:39:00","L_0959","L_0098","207","144.04","29816.28","Confirmed","8","F_000118","62","3","19-11-24","0","Minor Issues","R_000730","107","88","216","09-12-24","Low","0.78","4.2","0.007","0.99","0.97","4.2",\N,\N,\N,\N,\N,\N,\N,"TR_000112","PF_000182","K_000089","7604","3325","9.16","1.92","-0.44","17.59","WS_0171","B_000296","324","34","361","3","WE_000005","L_000680","39.5","88","21.23","9.8","Heatwave","0.82","48.3","Yes","9","ST_000346","SKU-64","Almond Flour","GlobalHarvest","Grocery","Flour","21-08-23","231","Bottle","Discontinued","Medium","Retail","QuickShop 108","6626","01-07-13","Ravi Kumar","918359000000","10 AM - 8 PM","No","31-12-23","Sunday","52","December","4","Winter","2023","Star Distributors","Distributor","Tier 1","Net 30","C_000775","Annual","2818008","636","2024-06-23","2026-05-27","Los Angeles","California","USA","-86.764816","-98.155123","Polar","Zone 3","High","Regional Distribution Center","Distribution Center","342427","Fully Automated","Yes","Mega Event 337","Music","Conference","Event about culture","08-10-24","13-10-24","City Hall",\N,\N,\N,\N,\N,\N,\N,\N,"Automated Stock Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0775","21-03-24","Google Shopping","Search Engine","Large (10M-100M)","Unemployment Rate","Germany","Weekly","premium quality","Beverages","Demand Trend","Cold Storage","991","Controlled","PROM_000794","Mega Sale 939","BOGO","2001-07-24","2004-07-24","24.54","CAMP_0868","1"
"12147","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Canola Oil","GlobalHarvest","Grocery","Oil","28-10-24","320","Grams","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000176","Warehouse","Cold Storage","Yes","152","In Stock","31-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0429","14-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Shelf","498","Frozen","PROM_000251","Super Saver 735","Discount","2016-04-23","2006-05-23","49.19","CAMP_0930","0"
"18455","P_000428","SKU-858","S_000326","T_000030","SUP_0761","W_0028","PO_000909","TRAN_000909","9","2335.52","490.54","16604.82","1185.91","17790.73","UPI","D_20220727","0","R_000179","C_000889","E_000455","2","Expired","Partial","817.84","Approved","Bank Transfer","No","78.74","RandomForest","ML_Ensemble","18-02-26","20-03-26","654","750","14.68","-96","2304","v10","0.74","05-01-26","IND_000127","3.5","Increasing","13175","111","17","52","1","27-08-25","BATCH_5474","192","25","167","20","39","Normal",\N,\N,\N,\N,\N,\N,"264","27.17","7172.88","Cancelled","6","F_000209","295","2","30-06-24","7","Passed","R_000909","132","101","210","14-10-24","High",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TR_000258","PF_000063","K_000095","9618","4447","4.61","4.03","-0.38","18.58","WS_0909","B_000222","84","163","258","11","WE_000035","L_000794","35","46","44.02","6.2","Rainy","0.6","39.6","Yes","10","ST_000428","SKU-858","Cashew Milk","HeritageFoods","Dairy","Milk","29-10-22","7","Pack","Discontinued","Low","Retail","DailyNeeds 641","1787","20-09-15","Anita Sharma","918135000000","10 AM - 8 PM","Yes","27-06-24","Thursday","26","June","2","Monsoon","2024","Elite Industries","Wholesaler","Tier 3","Net 30","C_000498","Strategic","4254262","188","2024-01-20","2027-02-27","Trivandrum","Kerala","India","-47.35824","48.521879","Dry","Zone 2","Medium","Logistics Warehouse","Fulfillment Center","487290","Fully Automated","Yes","City Event 170","Technology","Concert","Event about music","03-06-24","06-06-24","Open Grounds",\N,\N,\N,\N,\N,\N,\N,\N,"Seasonal Demand Strategy","Min-Max","Forecast_Demand * Risk_Factor","None","SP_0824","13-01-24","YouTube","Marketplace","Very Large (>100M)","GDP Growth Rate","France","Monthly","seasonal special","Grocery","Marketing Trend","Rack","135","Chilled","PROM_000428","City Bonanza 435","Discount","2027-09-24","2014-10-24","21.43","CAMP_0533","0"
"13645","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Arabica Beans","GlobalHarvest","Beverages","Coffee","18-05-23","444","Pack","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","28-08-23","Monday","35","August","3","Monsoon","2023","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Shelf","498","Frozen","PROM_000563","Fest Offer 841","Bundle","2009-04-24","2011-04-24","35.44","CAMP_0871","1"
"15237","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Garlic Butter","UrbanGrind","Dairy","Butter","07-03-22","13","Liter","Discontinued","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000706","Annual","4952875","132","2021-01-07","2025-09-19","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000654","Warehouse","Cold Storage","Yes","494","In Stock","30-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Cold Storage","127","Chilled","PROM_000563","Fest Offer 841","Bundle","2009-04-24","2011-04-24","35.44","CAMP_0871","1"
"12546","P_000251","SKU-920","S_000565","T_000028","SUP_0114","W_0029","PO_000334","TRAN_000605","5","493","115.32","1888.4","166.21","2054.61","Wallet","D_20220711","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"ARIMA","DFM_v1","18-02-26","20-03-26","919","1013","10.23","-94","2209","v3","0.81","17-03-26","IND_000040","5.57","Decreasing","84471","409","135","98","8","19-02-25","BATCH_3786","436","104","332","26","39","Normal","MOV_000172","Adjustment","286","2024-11-03 04:32:00","L_0235","L_0047","85","21.63","1838.55","Delivered","10",\N,\N,\N,\N,\N,\N,"R_000605","360","92","0","17-09-24","Low","0.93","8.02","0.018","0.91","0.89","3.3","No","7","3.28","3.91","3.84","4.81","99.6","TR_000187","PF_000072","K_000132","3901","4608","2.36","1.17","0.8","2.76","WS_0334","B_000447","40","182","67","3","WE_000142","L_000270","37.2","55","21.02","2","Heatwave","0.61","42.7","No","6","ST_000251","SKU-920","Canola Oil","GlobalHarvest","Grocery","Oil","28-10-24","320","Grams","Active","High","Retail","MegaStore 322","5549","06-01-19","Ravi Kumar","918271000000","24 Hours","Yes","06-07-22","Wednesday","27","July","3","Monsoon","2022","Apex Enterprises","Manufacturer","Tier 1","Net 15","C_000429","Annual","2479354","317","2022-07-28","2026-07-12","Toronto","Ontario","Canada","-25.213796","178.221601","Dry","Zone 1","High","Main Distribution Facility","Fulfillment Center","332285","Semi-Automated","No",\N,\N,\N,\N,\N,\N,\N,\N,"IL_000911","Store","Bulk Storage","No","468","In Stock","11-03-26","Retail Optimization Strategy","EOQ","Forecast_Demand * Risk_Factor","Seasonal Adjustment","SP_0706","23-08-24","Google Shopping","Search Engine","Medium (1M-10M)","Industrial Production","UK","Weekly","best deal","Grocery","Consumer Trend","Cold Storage","127","Chilled","PROM_000251","Super Saver 735","Discount","2016-04-23","2006-05-23","49.19","CAMP_0930","0"
